feature_1,feature_2,feature_3,feature_4,feature_5,target
-6.467218709,7.759208029,1.795932357,0.4076339164,9.517259821,1
-4.211328832,-6.027829878,-5.766319437,-3.139472571,-1.68025253,1
8.995956663,1.07966271,0.5484392875,-5.433322591,-3.014185151,0
-6.903182256,-2.107132493,5.767075965,3.15901964,2.160439106,1
3.226357755,-0.03186114376,-1.553932951,-0.6470747786,9.314300141,1
-3.503724569,5.061176666,-7.184669467,1.981256583,-8.69272983,0
-1.454301477,-2.588379121,7.836753642,-6.805189847,-8.914032995,1
5.197683047,3.435791662,-2.597488015,0.0004190153432,-8.68518753,0
-6.412598463,2.947431228,6.53092395,-2.743989544,-0.09372221746,1
1.398936317,0.4250324952,-3.614792057,-4.51901965,-9.239808675,0
-1.25499777,-7.249808452,3.080944221,-3.306981166,5.043502382,1
-2.92304437,-1.823878813,-6.714443162,-2.186635611,-9.069958953,1
6.251971201,4.892391242,4.554334699,2.536335504,5.549991144,0
4.064227689,8.188158104,-1.876898039,-7.122556807,-2.486475102,1
-6.526437538,-8.41212531,-1.237182132,-4.498096829,2.979641945,1
-4.17289338,-8.229467976,0.06155540563,-7.281027386,-2.417781793,1
-7.826704506,-2.391353947,4.88794285,-2.291031343,1.970612331,1
-1.821319807,-10.45249282,-4.636191979,-2.193160875,-2.263615972,1
2.858304558,5.426109398,-7.250173467,1.603292158,8.73223172,0
2.270588911,-5.119562425,6.60412249,-2.045116187,-4.564818999,1
3.987273092,-5.078567798,-1.879732442,-0.9151980645,-9.896404441,1
6.79588766,-2.820437785,-3.721081467,-7.051602715,1.813696081,0
-0.5611597002,2.754706218,9.279423893,9.651383344,2.973177628,1
10.00342666,-9.097875079,3.564438369,0.4725494359,-0.4812485463,1
-2.240241014,1.299041406,-3.638281516,-0.6455625735,-8.924122825,1
-0.9443963393,2.804573777,8.333858031,-4.294808364,-1.8286369,1
8.250750359,2.687254185,2.162017807,-4.881417931,-4.147435525,0
7.288474309,-6.906422539,-2.592999256,2.968224303,-5.257895902,1
-1.842480731,4.39830246,1.157459009,-5.879041204,7.896667866,0
-0.9228462026,3.21258096,-0.9041194914,2.540158205,-9.030938085,1
-2.673509045,1.760699422,-0.2832398641,7.147270671,9.087826146,1
-9.192163421,-0.2635641595,8.53564468,-5.645307174,-2.589969572,1
-2.52768621,-3.494473644,-9.806409064,3.167871772,-4.381596294,1
-7.649929797,4.607536824,-1.680790831,3.146445498,-5.340786592,0
-4.68267077,2.7876291,2.657785746,-7.195687332,-3.385258811,1
4.807940161,-0.03009065993,-1.805238559,-2.784082943,8.116206126,1
9.267968446,-2.739274857,3.280107602,-5.807295047,-2.473328223,1
-6.243796605,1.538665555,2.570431103,-1.226684639,7.108842452,1
-2.179278947,-1.26621431,-4.918166514,-9.414576972,1.350860164,0
0.5124597596,-6.668491889,3.913773163,-6.228032554,-1.078235158,1
-4.910112753,-2.498367729,6.99559945,-9.088509591,-5.840336736,1
-6.965582968,-5.340666047,-4.479209583,-6.587502363,-1.870677477,1
10.41536478,-2.267563569,0.7005263785,1.230398232,7.305731648,0
7.927608232,-1.228040982,-8.595715087,2.354547107,0.4633930662,1
-4.436699648,5.451833501,-3.07270103,-9.934957049,-3.383540236,0
7.151146906,0.1707737718,3.953445563,-4.963858479,-5.437123451,0
8.084097306,-0.6314690769,-4.731912852,-1.13057315,5.619557159,0
3.184871397,-1.39500592,-10.0013464,-1.039584999,-2.793364623,0
-5.569862109,-5.501116802,4.286304358,-10.41789201,2.79454307,1
-4.378141797,3.878128058,10.08354828,-2.476330456,1.407777924,1
-10.46165742,0.3992720171,-1.261488663,-4.439509605,3.618522722,1
-8.385595249,0.9218960444,-0.2945404642,10.88071037,2.520969628,1
8.824642485,1.835083356,-6.823113523,-4.561181968,-4.516513589,0
-8.662978209,-0.7325330191,-5.830496471,-3.040608013,1.475200918,0
9.493533579,-7.388604865,0.6306735992,-0.5073952183,4.860672713,0
-6.960283794,3.346294252,-3.726005543,3.400843951,3.86107594,1
0.7888913377,0.9775437788,-6.604442719,0.05929086273,-11.12653943,0
-4.078401222,-11.75260112,-0.6798179368,-0.2847829785,-3.701318217,0
7.234772839,-0.3163122281,3.096965728,-5.27098588,-3.191162748,1
6.550998584,-5.624647637,-7.787414305,0.3839043425,7.788231661,1
5.996317089,5.429264938,-4.969777949,-0.9344115939,-10.24672854,1
1.238996908,9.112235872,-10.4652011,0.4694546435,1.300470011,1
-4.975506826,-2.808815311,1.716611414,11.61046186,-5.060168876,1
-3.815632976,-6.282492516,6.663432057,-4.258976875,5.237463316,1
3.678646202,5.598915514,8.848875418,2.68716077,3.687313117,1
-4.459440075,4.910980064,1.387709349,6.074916466,7.820826154,1
-2.068274325,-2.711909659,-2.133416744,13.36042172,-1.146931465,1
6.605829302,-5.236584476,9.005280939,0.5292761028,4.070133202,0
5.62577477,5.021642483,5.754027795,10.05643375,2.212028354,1
6.52913539,6.03800997,-3.273114288,-4.762968439,5.613704763,1
3.828981135,6.29687231,3.090155679,-7.045292456,2.739177736,0
-5.349635074,-4.834243821,7.695875334,-1.224945022,2.878281398,0
-0.6053023434,1.184078379,9.654763062,-4.82580328,-1.651889945,0
8.852069459,-3.901785473,-3.45570156,-7.376700739,-6.004943743,1
1.523672828,11.24718439,-6.124097858,0.7633214068,1.446385269,0
4.512233852,5.077860042,-1.384917206,7.470390287,-4.138883468,0
3.018885954,0.6452159483,12.59174434,0.9327519557,-0.219025513,0
-2.225907851,-6.476834963,9.04427191,2.59803803,-2.923574371,1
10.83949098,-1.838913909,-1.722925036,-3.99140166,2.055254982,1
5.091477862,-4.711330572,6.124839081,-0.9227142787,-9.083785665,0
11.20735659,-6.015401259,0.8957675563,-1.766989934,-1.812581867,0
7.100668371,8.660979424,3.626033922,1.118962152,-2.04150577,1
-4.453454803,-3.587317795,-2.141228399,-2.18543524,-10.09638079,1
7.909861494,5.874168762,-3.306352574,2.517344111,-2.580551062,0
9.135026809,7.740865628,0.3802523123,1.81041345,-4.712546642,0
4.05580461,-1.511329578,-4.120979844,-6.077893151,-5.229060321,1
7.772178692,2.466175791,-2.612372705,0.3425621611,-8.400558039,1
-2.017354574,-2.120992015,-5.786262458,-6.625427161,5.920688735,0
-3.739630299,8.092156257,-7.49748472,0.763352151,-7.728983679,1
-0.5073685641,3.216474546,2.378003455,-11.94918504,-3.155779629,0
-0.06364077258,-6.452544652,6.911274815,-2.263473223,8.629692159,0
-4.887241047,-2.868588211,-0.6069984334,-8.216061171,0.118187827,1
-3.089838901,7.177058059,2.392287879,1.040799414,8.725619088,1
-8.171132549,-8.306644866,0.7554963083,-5.350273027,-5.571000611,1
-6.681515335,-7.920914778,-1.736744914,-3.951891455,6.556121791,0
-0.3179948409,7.087836293,3.577521205,8.988065657,-5.007741379,0
-8.951090077,-6.76321404,-4.734149751,-2.328196391,-3.91206467,0
-9.938337522,0.339462346,-0.8302579008,0.9575008874,-4.528584379,0
-8.906512476,-4.601154948,4.127046591,-1.253219834,7.064016928,0
2.221666097,0.7123784205,0.6822529379,-6.291938456,-8.68923231,0
-5.439816273,-0.8371494185,0.09109990275,-4.323624008,-8.485608759,0
-2.923766352,1.830569589,-5.827455162,9.85592024,-1.001103325,1
-4.205995348,3.480786271,2.174321886,-6.96794014,4.11264691,1
0.1847594928,10.31833774,-3.232140457,-2.007927657,-0.1387977647,0
7.445562123,-0.4709756424,-6.054891984,-7.024743619,-1.52743143,1
-8.770448694,1.511870453,5.667134499,-2.113594352,2.282494888,0
0.5200064479,3.357053616,-3.597165524,-10.92383342,0.435944748,1
4.004290576,-6.203628642,1.094897804,2.442181505,6.190120916,1
2.69603215,-3.179657312,-0.7545705551,11.21068647,0.6101821173,1
2.864790136,-1.699037779,-9.783111061,7.853791534,5.24546896,1
3.725271737,9.146612561,4.285044328,-6.161737859,-3.890142772,0
7.441777223,-6.058887295,4.614613511,1.044795612,2.554130141,0
-5.977662633,-1.471450177,-9.85072597,5.599644177,-1.646076178,0
4.018692509,4.061428371,-4.570228372,-7.755166504,5.506842582,1
1.302048577,-0.6463679223,8.949207024,2.635711468,-3.29417618,1
1.63265003,0.8983106568,-10.23368489,7.758195425,-5.254482772,1
3.287911872,-0.07172200119,-4.238983025,-2.099095826,-8.173696294,1
4.603823966,6.041891227,5.602216101,5.244164031,2.101017292,0
6.455928363,-0.9507604736,9.085564742,-6.499680213,-1.274250341,0
-3.136817766,2.208719261,0.650089657,-11.25737939,1.459700726,1
11.02578034,5.080568253,6.405212066,-1.803861684,-2.083107194,1
2.691908365,-0.9497028293,0.5251610061,-2.669305149,-13.43319433,1
-0.1628447147,13.39758179,-3.985628607,-0.3109418373,-0.7045307907,1
10.92136117,5.689814748,-2.584041158,4.094116149,4.572835291,1
-1.77215021,6.038571124,10.12498931,0.3489167948,-1.325892528,1
6.725355191,5.808354592,0.09606582381,-3.571217886,-2.875724023,1
3.543371935,6.959440986,4.058380497,5.83938815,-5.695769506,1
4.212858533,-4.659188578,-3.155207687,3.180045304,7.840648002,0
6.735795574,-2.311537535,3.417843548,6.160968339,6.606562404,1
-5.067290581,-9.208302523,4.635504985,-1.344410115,-3.199122659,1
-3.11535756,2.021128932,-3.674025445,7.989914422,-10.24072213,1
-7.955748838,-10.74056258,3.700018579,-0.5943031079,-1.817427381,1
12.89397093,1.948739907,4.656358952,-1.284802124,-1.617260428,1
-7.601775137,5.161508235,0.9736592437,5.863086116,1.11716444,0
5.336805359,7.660648329,5.67926094,-3.938089124,-3.011714622,1
-3.753321309,-4.838991553,-2.478468539,0.04504965675,12.34309135,1
8.497446936,9.548454119,-1.222148225,-1.696269402,1.117785009,0
0.920112964,10.64030009,2.011732097,2.516463479,-6.675159303,0
4.997706757,-0.7480446044,1.313070282,4.322549971,-8.663415298,0
-3.69408812,-8.43097959,-4.120842476,3.361927781,-2.826374887,0
-3.506043819,0.07636772175,5.80792809,-1.754860361,-7.133741032,1
5.804154353,-1.193725296,8.829997224,6.427793439,-6.449917264,1
1.658289208,1.559093974,-7.768475496,-8.649142046,5.353730775,0
0.2308323367,2.885603809,9.335452818,4.390226621,2.489023502,0
0.5166938862,-1.33795756,-0.914482993,-11.91222174,-4.919917796,0
8.406019553,-3.484052521,-1.720980408,-2.324316513,-2.972539739,1
1.897610032,2.089135149,1.094767875,3.117948921,9.006357106,1
1.880336206,-5.872403101,3.791670229,-5.488501911,-4.180765626,1
3.251327401,4.471730118,-2.201051054,9.477095396,6.616081696,0
7.199329804,-1.185393113,-0.3501762812,1.696598427,9.368213485,1
10.29625315,-3.426040708,-3.404157443,-3.827833902,0.09389271202,1
-10.23490205,-0.4775160405,-5.49769615,5.219001879,2.560491129,0
-5.213813558,-2.261048368,1.827523682,8.61762318,-5.839566455,1
-11.54555381,-3.082679077,-1.003441562,0.6736248669,4.973591414,0
0.1817564783,3.096962826,-2.986362083,-13.05097499,2.670108432,1
-6.371926108,-0.3473006509,9.882927106,0.2154904421,-2.357807373,1
2.785802288,-0.1773394788,-0.6256670403,-4.852403102,-8.262601359,1
-8.063032813,-4.720377693,3.147406825,1.160736135,-1.205013769,1
-6.945235768,2.820651914,-0.5309050867,5.756507871,3.223100965,1
8.835075949,0.8075976164,-4.477560408,-8.182501982,-1.813100431,0
4.910431426,-1.72130902,5.773926431,-7.568058069,-1.819623343,0
5.16162596,6.230703032,-6.354773499,5.065726052,8.030643219,1
-4.457969157,2.006209059,2.479742305,12.81895809,-1.275471596,1
-8.359125887,3.862504546,-1.07870535,-3.239274628,4.954752032,0
-3.803879128,1.243601295,-4.128821954,-2.337733734,11.42242486,0
-1.330840374,-2.839038382,10.06144231,2.264644144,2.192599035,0
10.5798684,4.996509343,0.4781031076,1.079387361,2.389062433,1
8.315558423,-1.456014191,6.001046404,5.198482367,-5.89022359,0
-0.2987760744,-8.067281389,5.299581833,6.206944064,-3.495422955,1
0.7687252918,-8.96524305,7.101554429,6.06110051,-5.278680117,1
-3.603456225,3.36289448,-4.527720895,-2.57052286,6.971240899,1
-0.9053041419,-7.172941204,-7.260960229,-6.232049981,0.4115197067,1
6.870764106,7.059458572,-1.908617331,3.149200715,3.224338693,0
1.993946633,9.094163591,-3.942992193,-6.886154354,4.399324515,0
4.749343927,5.193017069,-5.981870996,-4.28954122,4.158528765,0
6.195054189,3.951371795,1.940131985,-9.05966804,-2.041143654,1
6.929922079,1.501637652,7.109184367,-6.531737637,0.719142134,1
8.21538167,-7.9982928,4.372832494,-4.111876026,-1.227040276,0
-0.3359294443,-9.78821477,-4.88367692,-0.2006115572,-1.089705354,0
-7.273175838,9.265001414,0.9149901367,0.4265684674,2.059488876,1
-0.3541120369,-5.512892008,-4.33791784,2.053864498,11.93510519,1
-11.56676692,5.685004201,-0.5678212655,-0.6390001593,-1.469655768,0
-1.736855297,-1.482868761,7.758318202,-3.941402966,-7.94092408,1
3.163591505,4.842926246,-3.608781949,7.055700768,4.973080905,0
-9.830812379,1.076671135,-2.424197416,-1.699411177,-6.118102302,1
-2.983057033,-0.5737037111,-3.385835676,-2.37053676,10.84845183,1
-3.494020923,4.658496474,4.658177269,-2.570349852,-6.146943513,1
-6.760848997,4.622603517,-2.160525471,4.135203204,-5.670509829,0
-3.490376044,-8.093107024,2.985553446,5.773641847,1.034613077,0
-3.105482812,5.759969644,3.616532783,-4.676576609,-6.574880079,0
1.459977049,2.595455973,1.959059322,3.70301499,-9.725319628,0
0.02381081596,5.989185436,-0.6696964619,-8.017708472,-8.270244759,0
-0.5740823876,-6.833976416,-5.502410079,-10.83699882,-1.118094692,1
1.202735161,9.154542715,8.736355238,1.926848987,-1.926428288,0
-6.958367487,9.441795366,0.6047803411,2.403049372,0.5414948084,1
2.611371726,0.5485167012,-8.721947502,-1.420604614,-3.845696483,1
10.68133794,-0.7539876644,-1.937828671,-0.5314871299,1.517518987,0
4.756361994,-1.247133112,-5.722345599,8.251213215,-8.425789037,1
-0.03962721048,-10.46890312,-6.63116764,-0.07789930085,-3.927091118,0
-1.898105898,9.063194777,7.044762599,-2.720395181,-1.10745854,1
-6.858224181,-2.332360317,7.878579968,-2.048088397,-1.502720216,0
-8.803047156,-2.302275203,-0.3789542551,2.182300997,9.016642706,0
-2.061320968,-9.041179507,-0.3070425632,5.328186553,2.554247817,0
-1.416318956,3.414558634,-5.530192571,-5.048059845,7.160229877,0
0.15728222,0.4509454274,5.283826105,8.474916692,0.1699390458,1
-3.911163099,3.860577638,-6.432509423,-8.39297108,-5.194189301,0
4.353421153,0.6545929833,-0.1000070844,2.779800638,8.537091969,1
6.245786506,0.2428215457,-5.731602341,-5.270777396,0.5466524168,1
-1.888857169,5.282263942,7.741490373,-8.600773326,1.904187815,0
-5.682758446,0.8100379131,8.999930835,-7.411762646,-0.3422199164,0
9.48111753,1.852833323,-2.738981334,2.531134975,-7.859182913,0
-1.72064581,-0.420807605,-8.264287271,3.832692881,-9.103533387,0
12.21308606,4.147443685,2.161623967,4.241788979,2.640804406,1
6.641677162,0.09562887968,4.675141125,-4.888157587,7.357170003,1
-8.080374686,-2.124512236,-7.117868103,4.550181976,-1.681008725,1
-1.397022529,-1.353347311,6.019219501,-1.455667038,7.607023675,1
-8.735299213,-0.6692143435,-0.4186349779,-3.129051925,-5.854953342,0
6.637705691,0.5431895676,1.773162116,5.95882616,-4.122389497,1
1.002040677,-3.833642024,0.4226835139,8.902137601,-2.207348656,1
0.6504830007,-2.466680747,11.0302627,-3.432079024,7.486420797,1
-2.005932887,-7.889096685,-3.205295583,1.976093354,4.42261484,1
2.877475245,3.290826486,11.6327049,6.44468596,0.1918248489,1
-5.841460763,3.505971631,-6.842730067,-8.440110023,2.127695254,0
-7.191363529,1.507581683,4.10402803,-0.7378464475,5.350142485,1
-1.772083294,-8.212901012,4.098933648,3.904035979,8.146485364,0
1.251883907,-0.6239302976,6.095113722,-6.321092934,-4.575682518,1
-11.84023177,-2.775264169,-5.807163075,-0.7554436448,-3.716582088,1
4.900747418,-8.144584497,3.505948161,1.182056624,-4.118189864,0
-2.574683297,5.578938357,7.004894684,-5.84596328,-0.05115199549,0
-0.007350265731,-8.052729584,2.961543796,-3.150206045,4.056963451,1
-12.40446265,5.458388864,0.6416440661,-3.380964304,0.7019049826,1
5.552600733,6.23352408,-6.092738726,-8.194872368,-4.694081842,1
6.911985215,-8.62529187,0.5372107161,-2.027019581,-6.513938656,0
3.729771976,6.057764397,5.978723903,1.889512669,5.57466536,0
-6.301611237,3.106055778,4.825531148,4.996551709,4.836407084,0
-0.9099475964,2.172391752,2.473074613,1.946971561,-10.27355407,0
-7.237504784,0.3027365142,-7.979926034,-4.941832392,1.850931716,1
4.767281251,5.87138493,-5.427350732,-7.144831676,2.509006343,1
-6.66894612,-5.01856018,2.129663288,-5.755048194,-3.699076363,0
0.1788108509,9.320333603,0.630271804,1.292846563,-3.321251786,1
10.75709786,-3.204595929,7.442243055,3.706224592,-0.9446311753,1
-1.388462785,6.823792595,2.969401781,-7.917164094,-1.004585236,0
-6.590540149,-4.441530493,-7.262184306,6.912261111,5.684972548,1
4.328124366,4.216014457,-1.692900758,-10.13917678,1.350460233,1
-1.132379311,8.856111692,3.526464217,6.639947491,-5.723823043,0
4.313883278,5.433260055,-6.161842342,-7.553852233,-0.9171213821,1
2.483472829,5.870223703,-0.03397473699,4.140941955,-10.54629233,0
-1.186286265,-9.77088021,-7.976042062,-2.816295943,-0.7575321876,0
1.266378207,-4.756927983,-2.889291757,12.74686034,-0.9682288157,1
-4.217278425,-1.417032317,4.484091489,5.031417063,-5.897825697,1
-5.342307989,6.679244205,0.505065894,6.047847032,-5.832314886,1
7.551332431,-4.388867014,6.274017949,-7.751145485,4.502406834,1
2.711400125,0.7853146443,-9.480378129,7.918235528,5.954457736,1
2.851980552,3.921758103,-7.118867804,6.837545261,-0.2360430121,0
1.387676641,-3.585290604,5.662832691,6.714688135,7.215631226,1
-3.648860515,1.857383503,-7.033929818,1.186957491,7.3041705,0
-8.459903062,3.645751569,7.316203757,-5.379135454,1.294835908,0
9.642042952,3.007606159,-5.476258555,2.039018627,2.799697874,1
-2.194851864,9.227935579,-2.44274187,-8.661815827,5.003377757,1
4.22598113,1.681133884,5.962988922,6.60561028,0.3514943693,1
9.366126837,4.28090257,2.627029905,-3.385013336,6.677569906,0
-12.2917551,1.857734265,2.593202989,-2.193332665,1.710605174,0
-10.46469454,0.2427938028,-6.631022889,-6.131170291,-2.206695628,1
-6.235872736,5.837138148,-4.200298612,-5.498856527,0.4022162747,0
7.794054322,5.345819377,3.596758229,0.9639522139,9.633745834,1
-2.58687999,-8.87914424,-3.247256201,0.4975519274,-1.917451099,1
-4.354311495,8.416010183,-3.68467812,4.033804787,-1.167180409,0
1.762813294,-9.171877757,-0.8623759078,-3.013714767,-1.715511238,1
-7.135727996,-8.574748819,-3.960587008,4.206614104,-6.178447782,1
-3.672524446,0.8321165373,-10.09447492,-7.250878921,-0.5886232082,0
6.120193104,7.246278478,3.332399876,-5.178816874,8.252857168,1
8.287026537,-0.3287385938,-3.727470787,4.142266998,0.4058420279,1
4.585592965,2.148347054,-3.173503084,-5.774158924,-7.207281665,0
-1.974308204,-0.3930423016,7.042983225,6.639664636,1.502952318,1
9.771844314,-3.959448673,-2.808059847,-8.745955991,0.6759279727,1
1.437864423,3.342157783,-6.398650554,3.625318835,7.32644946,0
6.866641459,-4.370226629,-6.439587417,-3.002373954,2.065869992,0
1.716917831,-3.259324679,6.204117784,-1.741056639,8.118290466,0
-7.694075605,2.145590535,-1.085896783,-1.824597075,-5.629326384,1
1.127311847,-8.774174816,-4.282723371,-1.52411805,1.038445469,1
9.7795927,-4.784693482,-1.494336721,6.81701675,1.327220891,0
0.1189102603,0.9965480085,3.667700911,-9.245469685,0.2490235946,1
10.28918046,-2.622902905,-6.773936039,-0.7870630643,6.061969001,1
1.261933379,-8.813353817,-3.936389927,-2.284600074,-0.1332496994,1
4.882285946,-6.330124237,-6.464319078,2.42468814,-5.694407552,1
-5.185596779,0.474944022,-1.154918783,-8.232349316,-6.912206708,1
-4.870940859,-2.900332182,-0.6086157212,-11.03942186,-3.823971803,0
2.089079446,9.011096876,-3.338740773,2.560728166,8.107487988,0
0.4320253138,3.802301292,0.7757745131,5.986584144,6.993914727,1
0.3456403508,5.617265007,6.033021811,4.624741128,3.246734348,1
-5.734717184,-2.057899455,1.563301925,1.285877602,8.932002829,0
11.7393957,3.990184934,-6.420631235,0.4375455791,-0.9214452325,1
5.647604413,6.410734948,6.978712247,4.797646014,-7.161508913,1
6.228125169,2.180331758,1.302283701,0.01906297787,7.400020546,1
5.238153941,5.042045214,1.304584244,-11.76887347,-1.712074905,1
5.805416445,4.19999893,7.25245041,-8.441222019,-4.561236978,1
3.67904975,3.853517904,5.152828291,-1.923484614,6.431450866,1
-7.863014694,-4.531252764,-0.2596923865,-3.792669667,-4.918227829,0
-2.812929865,-8.305767498,4.004416547,1.079408235,-2.429233998,1
3.73866653,2.836642327,-1.041407675,8.702889904,-1.072851462,1
-2.849949413,0.3091373839,3.246043273,3.030081132,10.7733019,1
5.373310586,6.38378276,-1.499739578,-4.638352671,-7.114163108,1
-3.952525962,2.674174591,-6.170481802,2.346425317,-5.800497507,1
-6.632141582,-5.590719714,-0.9353743941,-7.297535987,-6.295204078,0
-1.074101218,-2.325609679,1.794047303,-9.255133382,-2.135824562,1
4.577635674,-0.7639962005,8.495982021,-3.69824814,3.688198968,0
-7.306149547,0.8751837829,1.093425686,7.068643394,-3.961430673,0
4.837645888,-0.9381031496,7.055035892,3.097622576,4.043309002,1
0.06151714555,2.224834902,0.879799008,8.042541152,5.439651718,1
-6.650645519,3.467039648,5.693296189,-7.328224438,1.277519218,1
-0.4338386827,-5.203511024,8.41618843,2.377478875,6.344337912,1
6.654974212,1.479194424,4.066668443,-3.715189681,6.647020047,0
-2.369791008,-2.40304537,-11.32584106,1.729045884,-1.159822461,1
5.999656023,-5.452886655,-7.715066414,5.647141647,6.233594162,1
2.853342364,-1.473902316,-6.512443315,-3.958217878,-5.621978532,1
10.3033558,4.185078164,-4.910903204,3.508535322,-2.983150973,0
-0.8418889356,-4.871139316,-9.294752162,4.303902017,6.296604995,0
-2.936396351,-0.08186381655,-10.21366866,-4.517926601,7.914555357,1
11.07089912,2.388572184,6.385299995,-4.349957678,2.834735935,1
-5.032980113,3.040111461,-1.441269501,8.814894526,2.578218417,0
5.378132125,4.450006942,-4.552091071,-3.385831585,-9.385507148,0
-1.337308921,8.59505916,-4.346355818,7.712316093,3.868583006,0
-2.026952383,-2.731483015,1.51338218,-5.151484103,-12.47406712,1
-1.160136343,1.205472329,9.584404309,2.048166032,1.070107507,1
-8.092526206,-5.34775492,-4.053065073,-4.932287788,5.844462132,0
-10.01596733,-4.938166956,-1.004752821,7.796252309,3.082827805,1
7.905832865,-5.960617831,9.895655319,0.1614905798,0.136997707,1
-10.82167011,3.843187959,4.002298368,-6.084560394,-3.328827872,1
-8.910461293,7.207276265,0.9837968424,-2.287218433,-5.608887946,0
-2.352939331,4.299582704,-12.53906699,3.688387623,-1.069981745,1
3.60349202,1.431597853,2.444840406,-5.838748814,-6.700532854,1
-9.586230576,3.624440469,-0.05328543144,-3.098953777,-5.418603212,1
0.9164518974,7.346388093,-0.7055103757,6.653281431,0.6532987248,1
-0.6188763353,4.510293808,-4.00328948,-10.35188883,0.2937904788,1
-10.37249393,0.7598722248,5.076273866,-2.966852919,-5.124762549,0
-4.42142763,6.790196447,-4.282142124,10.44528645,1.703954144,1
-9.041041854,2.093131452,5.350396511,3.439116356,6.513378446,0
-4.689039196,4.783118556,1.596682656,8.004525616,9.193087754,1
-7.119587305,9.13653485,2.716288866,-7.372097216,0.3304012372,1
-1.446179696,-10.52846686,-6.671402524,2.453599279,-2.352060544,0
0.8576790588,3.640032771,-1.27780623,4.185080136,8.177216125,1
-0.04067479261,2.875986079,8.460398166,-4.142906015,-4.897452629,0
6.980176785,-8.354167668,-7.081830145,0.06704011053,-5.227638286,1
3.493781094,6.779020516,-2.405919326,-5.72797859,4.923432541,0
8.717823148,0.5979079522,-0.3925960972,-6.046653611,-5.561107267,1
4.627075571,4.989967084,2.831980644,5.890445141,-3.312543108,1
5.351691965,2.599917992,8.204225129,-4.722112475,-4.357999927,1
-4.978251497,-6.87374256,-5.499785871,2.243317291,-3.699805152,0
-4.702813524,4.555883437,1.492766983,-3.90590851,6.29626846,1
-7.210863924,-1.767628089,6.366037411,0.2107226391,5.030715263,0
-5.908163076,2.417976848,7.263657722,-2.078720816,1.471459581,1
7.436432252,3.880258699,7.52748005,1.800026488,3.706752828,1
6.786502582,-6.359644586,0.5316008737,0.1343310843,-3.632858257,1
9.735714824,2.222177672,-6.865018204,3.924076629,-5.80955514,1
-6.05116252,1.428500924,-1.739733785,5.174364204,-10.0270683,0
8.400143659,-4.748054304,2.35765847,-0.8399117752,0.7934491716,1
3.276061584,-2.650222475,0.5235839846,0.4740186967,11.21360368,1
5.141443787,-5.055120884,3.380270711,-8.628115068,-7.625005503,1
-5.814538555,-7.671648386,-2.602892512,-2.971722277,5.977522038,1
-4.644789387,-2.345801234,-10.50786481,1.830308606,1.777046879,1
2.05180384,11.39172094,-2.308500338,3.638540878,6.59171005,1
-3.416929721,-6.452588447,-5.267323172,5.853110997,-7.327011115,0
6.517922533,-1.779714372,-1.323879101,2.835320024,8.096765224,0
1.259406632,7.974798528,2.021209701,7.08853863,-1.218119378,0
0.08055878373,1.444818962,4.317392595,5.198414773,11.01102236,0
-3.956166066,-5.82615304,0.4908609677,-5.241195482,8.16661596,1
3.906188521,-2.906412901,-9.574851183,3.126500047,-4.340700124,1
1.410491773,-9.90057022,6.071786518,4.551497542,-3.377351162,0
9.60838065,0.2340078398,-4.659470858,-1.182427471,7.315426044,0
5.098943379,-6.358859228,0.6683396535,1.553512145,5.541264103,1
-7.63219599,-2.793837022,10.06449059,-4.922686991,-2.101723363,1
-1.659600048,-7.142239734,-1.866338029,-5.470586006,3.581006895,1
0.2293544645,1.874237477,10.07328464,4.464918112,-4.362117968,1
-3.899628361,2.345559642,10.76976584,0.8719550699,-2.557945801,1
-4.580704647,10.08257922,-6.74628606,-2.265152216,-4.766072918,1
1.519711883,6.627100452,-5.890793966,4.025872492,-8.477199568,0
0.1513050712,9.122000171,-3.808215214,6.801259758,0.08113107404,1
-5.858326095,9.781489324,1.899973171,2.695979023,1.767563584,1
7.237669919,3.498343386,0.9777609529,4.294709659,6.080886461,0
-0.1640678663,5.830763675,3.071920243,6.096124127,4.401801148,1
-0.9036260269,8.10970189,0.3420586639,2.168837665,8.520289568,1
-2.318784214,8.570473673,4.364831949,4.32770854,-5.233488477,1
0.6574228722,-1.483873411,4.950966637,9.686303042,0.1713989791,0
4.3760685,-0.2853039101,-8.74973585,6.474993409,7.634475035,1
8.321235132,-0.05368442164,11.15817019,1.343959398,0.6657139324,1
-6.97529781,1.717039989,3.587812115,-2.34027722,-5.481578322,1
-8.276799527,4.571676874,-3.340234161,-4.472151727,-6.959673471,0
-10.19774651,-4.028524966,-4.270146894,1.779044668,1.542011147,1
1.374935817,-2.146450674,6.072947254,7.394011102,-1.396500079,1
3.270850807,-7.540480709,5.659133354,-0.3284706108,-0.5558798603,1
-2.583928741,7.627801519,-4.168490667,-4.950734968,-3.775429126,0
2.00502354,1.394341635,-11.11771099,8.007874966,1.51859571,1
-0.2509033537,4.203491996,-1.630640585,5.434757181,-8.430428708,0
9.085908071,5.018262966,2.664342434,7.530281331,4.945649988,1
-2.277235762,-0.06745459441,8.073415348,2.730999129,-10.87066031,1
-9.689284706,-0.2208696458,1.734312784,0.5136630658,-1.672509465,1
-0.05739777877,2.492821981,8.460003988,-3.437743256,7.375147314,1
-0.5470044903,-10.25222896,3.674900039,-0.7002453554,7.042538865,0
